Fecha,Hora,Turno,Boquilla,Peso (g)
2024-11-19,22:36,noche,15,15.8471
2024-11-19,22:42,noche,16,15.0036
2024-11-19,22:48,noche,1,15.9731
2024-11-19,22:54,noche,2,16.48
2024-11-19,23:00,noche,3,15.3103
2024-11-19,23:06,noche,4,15.833
2024-11-19,23:12,noche,5,15.2088
2024-11-19,23:18,noche,6,15.1214
2024-11-19,23:24,noche,7,15.5846
2024-11-19,23:30,noche,8,15.7016
2024-11-19,23:36,noche,9,15.6532
2024-11-19,23:42,noche,10,16.6343
2024-11-19,23:48,noche,11,16.0872
2024-11-19,23:54,noche,12,15.2725
2024-11-19,00:00,noche,13,15.7892
2024-11-19,00:06,noche,14,15.7499
2024-11-19,00:12,noche,15,15.5346
2024-11-19,00:18,noche,16,15.5071
2024-11-19,00:24,noche,1,16.1978
2024-11-19,00:30,noche,2,15.4349
2024-11-19,00:36,noche,3,16.3819
2024-11-19,00:42,noche,4,15.6873
2024-11-19,00:48,noche,5,15.2574
2024-11-19,00:54,noche,6,15.7909
2024-11-19,01:00,noche,7,15.2685
2024-11-19,01:06,noche,8,16.2886
2024-11-19,01:12,noche,9,16.219
2024-11-19,01:18,noche,10,16.0323
2024-11-19,01:24,noche,11,15.1972
2024-11-19,01:30,noche,12,16.3174
2024-11-19,01:36,noche,13,15.6917
2024-11-19,01:42,noche,14,15.7815
2024-11-19,01:48,noche,15,15.0457
2024-11-19,01:54,noche,16,15.6126
2024-11-19,22:00,noche,1,15.7657
2024-11-19,22:06,noche,2,16.1725
2024-11-19,22:12,noche,3,15.5551
2024-11-19,22:18,noche,4,14.6679
2024-11-19,22:24,noche,5,15.6468
2024-11-19,22:30,noche,6,15.6248
2024-11-19,22:36,noche,7,15.1599
2024-11-19,22:42,noche,8,15.7118
2024-11-19,22:48,noche,9,15.0474
2024-11-19,22:54,noche,10,16.2831
2024-11-19,23:00,noche,11,15.8995
2024-11-19,23:06,noche,12,16.372
2024-11-19,23:12,noche,13,16.1134
2024-11-19,23:18,noche,14,15.4426
2024-11-19,23:24,noche,15,15.6732
2024-11-19,23:30,noche,16,15.4799
2024-11-19,23:36,noche,1,15.5001
2024-11-19,23:42,noche,2,15.7938
2024-11-19,23:48,noche,3,15.7615
2024-11-19,23:54,noche,4,15.2247
2024-11-19,00:00,noche,5,15.8626
2024-11-19,00:06,noche,6,15.8197
2024-11-19,00:12,noche,7,15.6293
2024-11-19,00:18,noche,8,16.4637
2024-11-19,00:24,noche,9,14.9564
2024-11-19,00:30,noche,10,15.4833
2024-11-19,00:36,noche,11,15.365
2024-11-19,00:42,noche,12,16.1391
2024-11-19,00:48,noche,13,16.5045
2024-11-19,00:54,noche,14,14.9437
2024-11-19,01:00,noche,15,15.5192
2024-11-19,01:06,noche,16,16.5306
2024-11-19,01:12,noche,1,15.7949
2024-11-19,01:18,noche,2,15.917
2024-11-19,01:24,noche,3,14.9614
2024-11-19,01:30,noche,4,15.8042
2024-11-19,01:36,noche,5,15.5442
2024-11-19,01:42,noche,6,15.6406
2024-11-19,01:48,noche,7,15.9756
2024-11-19,01:54,noche,8,15.2789
2024-11-19,22:00,noche,9,16.3492
2024-11-19,22:06,noche,10,15.9092
2024-11-19,22:12,noche,11,15.0688
2024-11-19,22:18,noche,12,15.5408
2024-11-19,22:24,noche,13,15.8381
2024-11-19,22:30,noche,14,16.1008
2024-11-19,22:36,noche,15,15.6014
2024-11-19,22:42,noche,16,15.2958
2024-11-19,22:48,noche,1,15.7352
2024-11-19,22:54,noche,2,15.7695
2024-11-19,23:00,noche,3,15.3325
2024-11-19,23:06,noche,4,15.5485
2024-11-19,23:12,noche,5,15.4851
2024-11-19,23:18,noche,6,15.9581
2024-11-19,23:24,noche,7,15.0638
2024-11-19,23:30,noche,8,15.2059
2024-11-19,23:36,noche,9,16.0987
2024-11-19,23:42,noche,10,15.3225
2024-11-19,23:48,noche,11,16.3374
2024-11-19,23:54,noche,12,15.8724
2024-11-19,00:00,noche,13,15.3148
2024-11-19,00:06,noche,14,15.6386
2024-11-19,00:12,noche,15,15.6654
2024-11-19,00:18,noche,16,16.5643
2024-11-19,00:24,noche,1,15.6196
2024-11-19,00:30,noche,2,15.6332
2024-11-19,00:36,noche,3,16.2202
2024-11-19,00:42,noche,4,15.4304
2024-11-19,00:48,noche,5,15.6868
2024-11-19,00:54,noche,6,15.7638
2024-11-19,01:00,noche,7,16.0565
2024-11-19,01:06,noche,8,15.6664
2024-11-19,01:12,noche,9,15.5148
2024-11-19,01:18,noche,10,15.8644
2024-11-19,01:24,noche,11,15.7941
2024-11-19,01:30,noche,12,15.22
2024-11-19,01:36,noche,13,15.526
2024-11-19,01:42,noche,14,15.9364
2024-11-19,01:48,noche,15,15.7614
2024-11-19,01:54,noche,16,16.0487
2024-11-20,06:00,mañana,1,16.9728
2024-11-20,06:06,mañana,2,16.3517
2024-11-20,06:12,mañana,3,16.2093
2024-11-20,06:18,mañana,4,15.7514
2024-11-20,06:24,mañana,5,16.7099
2024-11-20,06:30,mañana,6,15.9106
2024-11-20,06:36,mañana,7,16.193
2024-11-20,06:42,mañana,8,16.4847
2024-11-20,06:48,mañana,9,16.1103
2024-11-20,06:54,mañana,10,16.9038
2024-11-20,07:00,mañana,11,16.585
2024-11-20,07:06,mañana,12,15.7639
2024-11-20,07:12,mañana,13,16.555
2024-11-20,07:18,mañana,14,15.7308
2024-11-20,07:24,mañana,15,15.6014
2024-11-20,07:30,mañana,16,15.8316
2024-11-20,07:36,mañana,1,16.4798
2024-11-20,07:42,mañana,2,16.5071
2024-11-20,07:48,mañana,3,16.1757
2024-11-20,07:54,mañana,4,15.915
2024-11-20,08:00,mañana,5,16.5294
2024-11-20,08:06,mañana,6,16.0353
2024-11-20,08:12,mañana,7,16.7521
2024-11-20,08:18,mañana,8,15.9956
2024-11-20,08:24,mañana,9,16.4877
2024-11-20,08:30,mañana,10,16.8725
2024-11-20,08:36,mañana,11,16.4821
2024-11-20,08:42,mañana,12,15.5061
2024-11-20,08:48,mañana,13,15.5398
2024-11-20,08:54,mañana,14,16.2733
2024-11-20,09:00,mañana,15,16.3131
2024-11-20,09:06,mañana,16,16.0744
2024-11-20,09:12,mañana,1,16.1494
2024-11-20,09:18,mañana,2,15.9575
2024-11-20,09:24,mañana,3,16.4992
2024-11-20,09:30,mañana,4,16.5751
2024-11-20,09:36,mañana,5,16.3948
2024-11-20,09:42,mañana,6,16.2199
2024-11-20,09:48,mañana,7,16.6135
2024-11-20,09:54,mañana,8,16.4943
2024-11-20,06:00,mañana,9,16.724
2024-11-20,06:06,mañana,10,16.3343
2024-11-20,06:12,mañana,11,16.8837
2024-11-20,06:18,mañana,12,15.8573
2024-11-20,06:24,mañana,13,16.6219
2024-11-20,06:30,mañana,14,16.2989
2024-11-20,06:36,mañana,15,17.0661
2024-11-20,06:42,mañana,16,16.128
2024-11-20,06:48,mañana,1,15.8171
2024-11-20,06:54,mañana,2,16.5932
2024-11-20,07:00,mañana,3,15.95
2024-11-20,07:06,mañana,4,16.2532
2024-11-20,07:12,mañana,5,16.6765
2024-11-20,07:18,mañana,6,15.7297
2024-11-20,07:24,mañana,7,15.8266
2024-11-20,07:30,mañana,8,17.0217
2024-11-20,07:36,mañana,9,16.5603
2024-11-20,07:42,mañana,10,16.8016
2024-11-20,07:48,mañana,11,17.2164
2024-11-20,07:54,mañana,12,16.6536
2024-11-20,08:00,mañana,13,16.1038
2024-11-20,08:06,mañana,14,16.3466
2024-11-20,08:12,mañana,15,15.797
2024-11-20,08:18,mañana,16,16.4366
2024-11-20,08:24,mañana,1,16.4403
2024-11-20,08:30,mañana,2,16.3152
2024-11-20,08:36,mañana,3,16.6676
2024-11-20,08:42,mañana,4,16.1915
2024-11-20,08:48,mañana,5,16.9586
2024-11-20,08:54,mañana,6,16.6849
2024-11-20,09:00,mañana,7,16.2402
2024-11-20,09:06,mañana,8,15.9
2024-11-20,09:12,mañana,9,16.4128
2024-11-20,09:18,mañana,10,16.1898
2024-11-20,09:24,mañana,11,15.9348
2024-11-20,09:30,mañana,12,16.1689
2024-11-20,09:36,mañana,13,15.6554
2024-11-20,09:42,mañana,14,16.1432
2024-11-20,09:48,mañana,15,15.8704
2024-11-20,09:54,mañana,16,16.2698
2024-11-20,06:00,mañana,1,16.8515
2024-11-20,06:06,mañana,2,16.108
2024-11-20,06:12,mañana,3,16.2035
2024-11-20,06:18,mañana,4,16.3326
2024-11-20,06:24,mañana,5,16.0685
2024-11-20,06:30,mañana,6,16.5354
2024-11-20,06:36,mañana,7,16.4141
2024-11-20,06:42,mañana,8,16.0398
2024-11-20,06:48,mañana,9,15.8273
2024-11-20,06:54,mañana,10,16.8948
2024-11-20,07:00,mañana,11,16.4118
2024-11-20,07:06,mañana,12,16.6779
2024-11-20,07:12,mañana,13,16.5644
2024-11-20,07:18,mañana,14,16.0813
2024-11-20,07:24,mañana,15,16.4324
2024-11-20,07:30,mañana,16,16.661
2024-11-20,07:36,mañana,1,16.1175
2024-11-20,07:42,mañana,2,15.5708
2024-11-20,07:48,mañana,3,16.9576
2024-11-20,07:54,mañana,4,15.8391
2024-11-20,08:00,mañana,5,16.0856
2024-11-20,08:06,mañana,6,16.2719
2024-11-20,08:12,mañana,7,16.7358
2024-11-20,08:18,mañana,8,16.3009
2024-11-20,08:24,mañana,9,16.4875
2024-11-20,08:30,mañana,10,16.1872
2024-11-20,08:36,mañana,11,16.375
2024-11-20,08:42,mañana,12,16.239
2024-11-20,08:48,mañana,13,16.4309
2024-11-20,08:54,mañana,14,16.8271
2024-11-20,09:00,mañana,15,16.2668
2024-11-20,09:06,mañana,16,15.3809
2024-11-20,09:12,mañana,1,16.7353
2024-11-20,09:18,mañana,2,16.6539
2024-11-20,09:24,mañana,3,17.1949
2024-11-20,09:30,mañana,4,16.1018
2024-11-20,09:36,mañana,5,16.2706
2024-11-20,09:42,mañana,6,16.3579
2024-11-20,09:48,mañana,7,16.2328
2024-11-20,09:54,mañana,8,16.2113
2024-11-20,06:00,mañana,9,16.0106
2024-11-20,06:06,mañana,10,16.2897
2024-11-20,06:12,mañana,11,16.3704
2024-11-20,06:18,mañana,12,16.6338
2024-11-20,06:24,mañana,13,15.6427
2024-11-20,06:30,mañana,14,15.9316
2024-11-20,06:36,mañana,15,16.4769
2024-11-20,06:42,mañana,16,16.3479
2024-11-20,06:48,mañana,1,16.6265
2024-11-20,06:54,mañana,2,16.5284
2024-11-20,07:00,mañana,3,15.8186
2024-11-20,07:06,mañana,4,16.7576
2024-11-20,07:12,mañana,5,16.3526
2024-11-20,07:18,mañana,6,16.4098
2024-11-20,07:24,mañana,7,16.6798
2024-11-20,07:30,mañana,8,15.8748
2024-11-20,07:36,mañana,9,16.4569
2024-11-20,07:42,mañana,10,16.9215
2024-11-20,07:48,mañana,11,16.6778
2024-11-20,07:54,mañana,12,16.1313
2024-11-20,08:00,mañana,13,16.1433
2024-11-20,08:06,mañana,14,15.8059
2024-11-20,08:12,mañana,15,16.2407
2024-11-20,08:18,mañana,16,16.2636
2024-11-20,08:24,mañana,1,16.4159
2024-11-20,08:30,mañana,2,16.4154
2024-11-20,08:36,mañana,3,15.7185
2024-11-20,08:42,mañana,4,16.5176
2024-11-20,08:48,mañana,5,16.2061
2024-11-20,08:54,mañana,6,16.5914
2024-11-20,09:00,mañana,7,17.2135
2024-11-20,09:06,mañana,8,16.75
2024-11-20,09:12,mañana,9,16.5988
2024-11-20,09:18,mañana,10,16.2407
2024-11-20,09:24,mañana,11,16.54
2024-11-20,09:30,mañana,12,15.6232
2024-11-20,09:36,mañana,13,15.5882
2024-11-20,09:42,mañana,14,15.7972
2024-11-20,09:48,mañana,15,16.0032
2024-11-20,09:54,mañana,16,16.33
2024-11-20,14:00,tarde,1,16.7745
2024-11-20,14:06,tarde,2,16.7872
2024-11-20,14:12,tarde,3,16.8818
2024-11-20,14:18,tarde,4,16.9115
2024-11-20,14:24,tarde,5,16.6012
2024-11-20,14:30,tarde,6,16.5546
2024-11-20,14:36,tarde,7,17.1587
2024-11-20,14:42,tarde,8,16.193
2024-11-20,14:48,tarde,9,16.9593
2024-11-20,14:54,tarde,10,16.4013
2024-11-20,15:00,tarde,11,16.0729
2024-11-20,15:06,tarde,12,16.0795
2024-11-20,15:12,tarde,13,16.5117
2024-11-20,15:18,tarde,14,16.8037
2024-11-20,15:24,tarde,15,16.493
2024-11-20,15:30,tarde,16,16.5903
2024-11-20,15:36,tarde,1,16.6884
2024-11-20,15:42,tarde,2,16.9361
2024-11-20,15:48,tarde,3,16.5697
2024-11-20,15:54,tarde,4,16.7279
2024-11-20,16:00,tarde,5,17.5424
2024-11-20,16:06,tarde,6,16.066
2024-11-20,16:12,tarde,7,15.9269
2024-11-20,16:18,tarde,8,16.7003
2024-11-20,16:24,tarde,9,16.7008
2024-11-20,16:30,tarde,10,16.6716
2024-11-20,16:36,tarde,11,15.4839
2024-11-20,16:42,tarde,12,16.5332
2024-11-20,16:48,tarde,13,16.6948
2024-11-20,16:54,tarde,14,16.2493
2024-11-20,17:00,tarde,15,16.5332
2024-11-20,17:06,tarde,16,16.4786
2024-11-20,17:12,tarde,1,17.0803
2024-11-20,17:18,tarde,2,17.0129
2024-11-20,17:24,tarde,3,16.2545
2024-11-20,17:30,tarde,4,16.8512
2024-11-20,17:36,tarde,5,16.7326
2024-11-20,17:42,tarde,6,16.2941
2024-11-20,17:48,tarde,7,16.2192
2024-11-20,17:54,tarde,8,15.9896
2024-11-20,14:00,tarde,9,17.1673
2024-11-20,14:06,tarde,10,16.1465
2024-11-20,14:12,tarde,11,16.6413
2024-11-20,14:18,tarde,12,16.0525
2024-11-20,14:24,tarde,13,16.2094
2024-11-20,14:30,tarde,14,16.8331
2024-11-20,14:36,tarde,15,16.6908
2024-11-20,14:42,tarde,16,16.9062
2024-11-20,14:48,tarde,1,15.7883
2024-11-20,14:54,tarde,2,17.4064
2024-11-20,15:00,tarde,3,17.1954
2024-11-20,15:06,tarde,4,16.5217
2024-11-20,15:12,tarde,5,16.877
2024-11-20,15:18,tarde,6,16.839
2024-11-20,15:24,tarde,7,16.5738
2024-11-20,15:30,tarde,8,16.6173
2024-11-20,15:36,tarde,9,16.9949
2024-11-20,15:42,tarde,10,16.4739
2024-11-20,15:48,tarde,11,16.3615
2024-11-20,15:54,tarde,12,16.3261
2024-11-20,16:00,tarde,13,17.4592
2024-11-20,16:06,tarde,14,16.5118
2024-11-20,16:12,tarde,15,16.2631
2024-11-20,16:18,tarde,16,16.6977
2024-11-20,16:24,tarde,1,16.6971
2024-11-20,16:30,tarde,2,16.7842
2024-11-20,16:36,tarde,3,17.2498
2024-11-20,16:42,tarde,4,16.4994
2024-11-20,16:48,tarde,5,15.9776
2024-11-20,16:54,tarde,6,16.6093
2024-11-20,17:00,tarde,7,15.9908
2024-11-20,17:06,tarde,8,16.9852
2024-11-20,17:12,tarde,9,16.0061
2024-11-20,17:18,tarde,10,16.8221
2024-11-20,17:24,tarde,11,17.3492
2024-11-20,17:30,tarde,12,17.308
2024-11-20,17:36,tarde,13,16.6582
2024-11-20,17:42,tarde,14,16.6724
2024-11-20,17:48,tarde,15,16.8432
2024-11-20,17:54,tarde,16,16.3748
2024-11-20,14:00,tarde,1,17.2146
2024-11-20,14:06,tarde,2,16.625
2024-11-20,14:12,tarde,3,16.7461
2024-11-20,14:18,tarde,4,16.3638
2024-11-20,14:24,tarde,5,16.3736
2024-11-20,14:30,tarde,6,16.7707
2024-11-20,14:36,tarde,7,16.5866
2024-11-20,14:42,tarde,8,16.8216
2024-11-20,14:48,tarde,9,17.5091
2024-11-20,14:54,tarde,10,16.8824
2024-11-20,15:00,tarde,11,16.7016
2024-11-20,15:06,tarde,12,16.2593
2024-11-20,15:12,tarde,13,16.2133
2024-11-20,15:18,tarde,14,15.9016
2024-11-20,15:24,tarde,15,16.5505
2024-11-20,15:30,tarde,16,16.5692
2024-11-20,15:36,tarde,1,16.4339
2024-11-20,15:42,tarde,2,16.9269
2024-11-20,15:48,tarde,3,16.6871
2024-11-20,15:54,tarde,4,15.7996
2024-11-20,16:00,tarde,5,17.1009
2024-11-20,16:06,tarde,6,17.7646
2024-11-20,16:12,tarde,7,17.0931
2024-11-20,16:18,tarde,8,16.6989
2024-11-20,16:24,tarde,9,16.8834
2024-11-20,16:30,tarde,10,17.1123
2024-11-20,16:36,tarde,11,16.47
2024-11-20,16:42,tarde,12,17.0269
2024-11-20,16:48,tarde,13,16.6505
2024-11-20,16:54,tarde,14,16.6962
2024-11-20,17:00,tarde,15,16.8746
2024-11-20,17:06,tarde,16,17.0203
2024-11-20,17:12,tarde,1,15.9453
2024-11-20,17:18,tarde,2,16.7979
2024-11-20,17:24,tarde,3,17.0437
2024-11-20,17:30,tarde,4,17.2586
2024-11-20,17:36,tarde,5,15.9987
2024-11-20,17:42,tarde,6,17.1657
2024-11-20,17:48,tarde,7,16.9973
2024-11-20,17:54,tarde,8,16.7512
2024-11-20,14:00,tarde,9,16.398
2024-11-20,14:06,tarde,10,16.2872
2024-11-20,14:12,tarde,11,16.6057
2024-11-20,14:18,tarde,12,16.3856
2024-11-20,14:24,tarde,13,16.8649
2024-11-20,14:30,tarde,14,17.0983
2024-11-20,14:36,tarde,15,16.4026
2024-11-20,14:42,tarde,16,16.6912
2024-11-20,14:48,tarde,1,16.3773
2024-11-20,14:54,tarde,2,16.5515
2024-11-20,15:00,tarde,3,16.8221
2024-11-20,15:06,tarde,4,16.8241
2024-11-20,15:12,tarde,5,16.5935
2024-11-20,15:18,tarde,6,16.5918
2024-11-20,15:24,tarde,7,15.9578
2024-11-20,15:30,tarde,8,17.3517
2024-11-20,15:36,tarde,9,16.5276
2024-11-20,15:42,tarde,10,16.4553
2024-11-20,15:48,tarde,11,16.0703
2024-11-20,15:54,tarde,12,15.7799
2024-11-20,16:00,tarde,13,16.7941
2024-11-20,16:06,tarde,14,16.5956
2024-11-20,16:12,tarde,15,17.4142
2024-11-20,16:18,tarde,16,16.6434
2024-11-20,16:24,tarde,1,16.5244
2024-11-20,16:30,tarde,2,16.5284
2024-11-20,16:36,tarde,3,16.9416
2024-11-20,16:42,tarde,4,16.937
2024-11-20,16:48,tarde,5,16.9573
2024-11-20,16:54,tarde,6,16.3149
2024-11-20,17:00,tarde,7,16.9614
2024-11-20,17:06,tarde,8,16.2868
2024-11-20,17:12,tarde,9,16.906
2024-11-20,17:18,tarde,10,16.6318
2024-11-20,17:24,tarde,11,16.7687
2024-11-20,17:30,tarde,12,16.1279
2024-11-20,17:36,tarde,13,16.1251
2024-11-20,17:42,tarde,14,16.426
2024-11-20,17:48,tarde,15,16.301
2024-11-20,17:54,tarde,16,16.3534
2024-11-20,22:00,noche,1,15.6913
2024-11-20,22:06,noche,2,16.013
2024-11-20,22:12,noche,3,15.4742
2024-11-20,22:18,noche,4,16.4219
2024-11-20,22:24,noche,5,16.2578
2024-11-20,22:30,noche,6,16.072
2024-11-20,22:36,noche,7,15.7381
2024-11-20,22:42,noche,8,15.8843
2024-11-20,22:48,noche,9,16.1314
2024-11-20,22:54,noche,10,15.7314
2024-11-20,23:00,noche,11,15.2386
2024-11-20,23:06,noche,12,16.0672
2024-11-20,23:12,noche,13,15.9242
2024-11-20,23:18,noche,14,15.3459
2024-11-20,23:24,noche,15,15.5007
2024-11-20,23:30,noche,16,15.6917
2024-11-20,23:36,noche,1,15.649
2024-11-20,23:42,noche,2,15.5839
2024-11-20,23:48,noche,3,15.3572
2024-11-20,23:54,noche,4,15.8709
2024-11-20,00:00,noche,5,16.3287
2024-11-20,00:06,noche,6,15.0166
2024-11-20,00:12,noche,7,16.8307
2024-11-20,00:18,noche,8,15.8353
2024-11-20,00:24,noche,9,15.4108
2024-11-20,00:30,noche,10,15.7828
2024-11-20,00:36,noche,11,15.0223
2024-11-20,00:42,noche,12,15.4877
2024-11-20,00:48,noche,13,15.7422
2024-11-20,00:54,noche,14,15.0323
2024-11-20,01:00,noche,15,15.783
2024-11-20,01:06,noche,16,15.2119
2024-11-20,01:12,noche,1,16.0338
2024-11-20,01:18,noche,2,14.8621
2024-11-20,01:24,noche,3,16.2046
2024-11-20,01:30,noche,4,16.3055
2024-11-20,01:36,noche,5,15.7384
2024-11-20,01:42,noche,6,15.4954
2024-11-20,01:48,noche,7,15.9814
2024-11-20,01:54,noche,8,15.4657
2024-11-20,22:00,noche,9,14.9513
2024-11-20,22:06,noche,10,16.4322
2024-11-20,22:12,noche,11,15.3443
2024-11-20,22:18,noche,12,15.737
2024-11-20,22:24,noche,13,15.1238
2024-11-20,22:30,noche,14,15.6906
2024-11-20,22:36,noche,15,16.1154
2024-11-20,22:42,noche,16,15.864
2024-11-20,22:48,noche,1,15.4902
2024-11-20,22:54,noche,2,15.0417
2024-11-20,23:00,noche,3,15.7458
2024-11-20,23:06,noche,4,15.9057
2024-11-20,23:12,noche,5,15.6115
2024-11-20,23:18,noche,6,15.4505
2024-11-20,23:24,noche,7,15.0083
2024-11-20,23:30,noche,8,15.4013
2024-11-20,23:36,noche,9,15.6477
2024-11-20,23:42,noche,10,15.6525
2024-11-20,23:48,noche,11,15.3145
2024-11-20,23:54,noche,12,16.2275
2024-11-20,00:00,noche,13,15.4961
2024-11-20,00:06,noche,14,15.4557
2024-11-20,00:12,noche,15,15.4969
2024-11-20,00:18,noche,16,15.7844
2024-11-20,00:24,noche,1,15.3038
2024-11-20,00:30,noche,2,15.4379
2024-11-20,00:36,noche,3,15.5056
2024-11-20,00:42,noche,4,15.349
2024-11-20,00:48,noche,5,16.3173
2024-11-20,00:54,noche,6,15.742
2024-11-20,01:00,noche,7,15.305
2024-11-20,01:06,noche,8,16.2005
2024-11-20,01:12,noche,9,14.982
2024-11-20,01:18,noche,10,15.8236
2024-11-20,01:24,noche,11,15.3169
2024-11-20,01:30,noche,12,16.0795
2024-11-20,01:36,noche,13,16.0769
2024-11-20,01:42,noche,14,15.681
2024-11-20,01:48,noche,15,15.6268
2024-11-20,01:54,noche,16,15.9616
2024-11-20,22:00,noche,1,15.7167
2024-11-20,22:06,noche,2,15.3739
2024-11-20,22:12,noche,3,15.4993
2024-11-20,22:18,noche,4,15.9609
2024-11-20,22:24,noche,5,15.0931
2024-11-20,22:30,noche,6,15.3167
2024-11-20,22:36,noche,7,15.4071
2024-11-20,22:42,noche,8,15.7618
2024-11-20,22:48,noche,9,15.4956
2024-11-20,22:54,noche,10,15.9301
2024-11-20,23:00,noche,11,16.0509
2024-11-20,23:06,noche,12,15.4284
2024-11-20,23:12,noche,13,15.6792
2024-11-20,23:18,noche,14,15.5864
2024-11-20,23:24,noche,15,15.7959
2024-11-20,23:30,noche,16,15.8101
2024-11-20,23:36,noche,1,15.7184
2024-11-20,23:42,noche,2,15.4452
2024-11-20,23:48,noche,3,15.398
2024-11-20,23:54,noche,4,15.9515
2024-11-20,00:00,noche,5,16.5038
2024-11-20,00:06,noche,6,15.9479
2024-11-20,00:12,noche,7,15.7716
2024-11-20,00:18,noche,8,16.1025
2024-11-20,00:24,noche,9,15.0995
2024-11-20,00:30,noche,10,16.1783
2024-11-20,00:36,noche,11,16.0169
2024-11-20,00:42,noche,12,15.7268
2024-11-20,00:48,noche,13,15.2458
2024-11-20,00:54,noche,14,15.7096
2024-11-20,01:00,noche,15,16.0491
2024-11-20,01:06,noche,16,15.4755
2024-11-20,01:12,noche,1,15.8428
2024-11-20,01:18,noche,2,15.7945
2024-11-20,01:24,noche,3,15.8661
2024-11-20,01:30,noche,4,15.7798
2024-11-20,01:36,noche,5,15.7298
2024-11-20,01:42,noche,6,16.0247
2024-11-20,01:48,noche,7,15.4063
2024-11-20,01:54,noche,8,15.942
2024-11-20,22:00,noche,9,15.8511
2024-11-20,22:06,noche,10,15.3429
2024-11-20,22:12,noche,11,15.572
2024-11-20,22:18,noche,12,16.0774
2024-11-20,22:24,noche,13,15.1652
2024-11-20,22:30,noche,14,15.256
2024-11-20,22:36,noche,15,15.7502
2024-11-20,22:42,noche,16,15.4867
2024-11-20,22:48,noche,1,15.6868
2024-11-20,22:54,noche,2,15.3358
2024-11-20,23:00,noche,3,15.2603
2024-11-20,23:06,noche,4,15.7846
2024-11-20,23:12,noche,5,15.7938
2024-11-20,23:18,noche,6,15.1977
2024-11-20,23:24,noche,7,15.9474
2024-11-20,23:30,noche,8,15.6434
2024-11-20,23:36,noche,9,15.9087
2024-11-20,23:42,noche,10,15.6643
2024-11-20,23:48,noche,11,15.8248
2024-11-20,23:54,noche,12,15.9711
2024-11-20,00:00,noche,13,15.6414
2024-11-20,00:06,noche,14,15.3009
2024-11-20,00:12,noche,15,15.113
2024-11-20,00:18,noche,16,16.0049
2024-11-20,00:24,noche,1,15.0357
2024-11-20,00:30,noche,2,16.4696
2024-11-20,00:36,noche,3,16.1492
2024-11-20,00:42,noche,4,16.2926
2024-11-20,00:48,noche,5,15.9179
2024-11-20,00:54,noche,6,15.7502
2024-11-20,01:00,noche,7,16.198
2024-11-20,01:06,noche,8,15.7157
2024-11-20,01:12,noche,9,15.9866
2024-11-20,01:18,noche,10,15.9353
2024-11-20,01:24,noche,11,16.0611
2024-11-20,01:30,noche,12,14.6389
2024-11-20,01:36,noche,13,15.2622
2024-11-20,01:42,noche,14,15.3612
2024-11-20,01:48,noche,15,15.6375
2024-11-20,01:54,noche,16,15.1942
2024-11-21,06:00,mañana,1,16.3678
2024-11-21,06:06,mañana,2,16.2766
2024-11-21,06:12,mañana,3,16.6527
2024-11-21,06:18,mañana,4,16.2663
2024-11-21,06:24,mañana,5,15.9844
2024-11-21,06:30,mañana,6,15.9701
2024-11-21,06:36,mañana,7,16.504
2024-11-21,06:42,mañana,8,16.142
2024-11-21,06:48,mañana,9,16.5212
2024-11-21,06:54,mañana,10,15.7048
2024-11-21,07:00,mañana,11,16.1145
2024-11-21,07:06,mañana,12,16.6357
2024-11-21,07:12,mañana,13,16.7334
2024-11-21,07:18,mañana,14,16.4772
2024-11-21,07:24,mañana,15,16.8417
2024-11-21,07:30,mañana,16,16.0822
2024-11-21,07:36,mañana,1,16.2014
2024-11-21,07:42,mañana,2,16.9186
2024-11-21,07:48,mañana,3,15.9981
2024-11-21,07:54,mañana,4,15.7349
2024-11-21,08:00,mañana,5,16.4026
2024-11-21,08:06,mañana,6,16.3817
2024-11-21,08:12,mañana,7,16.0852
2024-11-21,08:18,mañana,8,17.1484
2024-11-21,08:24,mañana,9,16.6083
2024-11-21,08:30,mañana,10,16.0564
2024-11-21,08:36,mañana,11,16.4371
2024-11-21,08:42,mañana,12,16.6387
2024-11-21,08:48,mañana,13,16.4641
2024-11-21,08:54,mañana,14,15.4789
2024-11-21,09:00,mañana,15,16.3088
2024-11-21,09:06,mañana,16,15.9472
2024-11-21,09:12,mañana,1,16.0033
2024-11-21,09:18,mañana,2,16.6928
2024-11-21,09:24,mañana,3,16.9238
2024-11-21,09:30,mañana,4,17.0571
2024-11-21,09:36,mañana,5,16.152
2024-11-21,09:42,mañana,6,16.4056
2024-11-21,09:48,mañana,7,16.4144
2024-11-21,09:54,mañana,8,17.3289
2024-11-21,06:00,mañana,9,15.9034
2024-11-21,06:06,mañana,10,16.3072
2024-11-21,06:12,mañana,11,16.3288
2024-11-21,06:18,mañana,12,15.561
2024-11-21,06:24,mañana,13,15.9265
2024-11-21,06:30,mañana,14,16.627
2024-11-21,06:36,mañana,15,15.9639
2024-11-21,06:42,mañana,16,16.1428
2024-11-21,06:48,mañana,1,16.2816
2024-11-21,06:54,mañana,2,16.4859
2024-11-21,07:00,mañana,3,16.2944
2024-11-21,07:06,mañana,4,16.2339
2024-11-21,07:12,mañana,5,16.4588
2024-11-21,07:18,mañana,6,17.0666
2024-11-21,07:24,mañana,7,17.3564
2024-11-21,07:30,mañana,8,16.7586
