Fecha,Hora,Turno,Historical_Weight_g,Temperatura (°C),Viscosidad (mPa.s),Presión (bar),% Reproceso,Etapa,Optimized_Weight_g
2025-06-09,19:18,tarde,21.5945,22.85,1334,5.5,4,Depositado,15.55531993777393
2025-06-09,20:00,tarde,21.0038,20.71,1514,5.5,1,Depositado,16.374011077872296
2025-06-09,21:29,tarde,22.1527,23.71,1347,5.5,6,Depositado,16.163591414088515
2025-06-09,22:23,tarde,21.081,18.69,1689,6.0,0,Depositado,15.986103832272386
2025-06-09,22:09,noche,19.4507,21.23,1435,4.5,0,Depositado,16.069992156579954
2025-06-09,23:11,noche,20.0399,18.98,1697,7.0,4,Depositado,15.718627738175407
2025-06-09,00:42,noche,20.2609,20.15,1673,8.0,10,Depositado,16.611437994904207
2025-06-09,01:30,noche,19.1066,17.15,1889,7.0,4,Depositado,16.032305295493806
2025-06-09,02:53,noche,20.6106,19.02,1780,7.0,7,Depositado,16.027348698651224
2025-06-09,03:17,noche,21.0747,17.56,1879,7.5,4,Depositado,16.181441655974673
2025-06-09,04:15,noche,19.391,17.09,1923,8.0,6,Depositado,16.120252307934177
2025-06-09,05:03,noche,21.5062,16.19,1985,8.0,3,Depositado,16.055971006069782
2025-06-09,06:43,noche,20.8099,16.63,1947,8.0,5,Depositado,15.802381386138672
2025-06-10,06:00,mañana,21.2402,16.35,1957,7.5,3,Depositado,16.117867089283997
2025-06-10,07:48,mañana,19.7095,18.35,1750,6.5,3,Depositado,16.47050612411876
2025-06-10,08:47,mañana,20.9255,18.24,1745,6.0,0,Depositado,16.336355011538746
2025-06-10,09:56,mañana,20.5706,19.64,1668,6.5,5,Depositado,16.39829665665985
2025-06-10,10:06,mañana,19.6848,21.13,1495,5.5,4,Depositado,15.872196080892204
2025-06-10,11:05,mañana,20.9555,20.88,1530,6.5,5,Depositado,15.752598794935356
2025-06-10,12:14,mañana,19.5401,24.02,1272,5.5,5,Depositado,15.968553269975088
2025-06-10,13:51,mañana,20.4801,24.32,1230,4.0,1,Depositado,16.013931228072174
2025-06-10,14:57,mañana,19.8974,26.57,1082,4.0,4,Depositado,16.273547879617738
2025-06-10,14:02,tarde,22.992,26.8,1014,4.0,1,Depositado,15.576883842571295
2025-06-10,15:17,tarde,23.3501,25.48,1232,6.0,9,Depositado,16.382387579865153
2025-06-10,16:30,tarde,21.7918,23.84,1280,5.0,5,Depositado,15.960498025355253
2025-06-10,17:54,tarde,22.5564,22.29,1438,6.0,5,Depositado,15.893279732513145
2025-06-10,18:40,tarde,21.4412,24.21,1274,5.0,4,Depositado,15.746973906184959
2025-06-10,19:47,tarde,21.973,22.43,1348,5.0,1,Depositado,15.586285832033557
2025-06-10,20:56,tarde,21.3085,21.97,1363,4.0,0,Depositado,16.205792645990478
2025-06-10,21:46,tarde,20.7144,22.67,1323,4.5,3,Depositado,16.0183294917971
2025-06-10,22:57,tarde,22.9733,20.78,1622,7.5,8,Depositado,15.677509775064737
2025-06-10,22:18,noche,20.4706,19.86,1553,6.0,1,Depositado,15.676230306984095
2025-06-10,23:33,noche,19.8617,20.34,1568,6.0,5,Depositado,15.916053825177467
2025-06-10,00:06,noche,20.4919,17.48,1841,7.0,4,Depositado,16.41725538132235
2025-06-10,01:40,noche,21.5618,17.15,1874,7.0,4,Depositado,15.9351021621591
2025-06-10,02:35,noche,21.1922,18.52,1726,7.0,4,Depositado,15.624214261720473
2025-06-10,03:05,noche,19.6512,17.26,1778,6.0,0,Depositado,15.938564233978514
2025-06-10,04:54,noche,21.7439,19.03,1782,8.0,11,Depositado,15.931819107563083
2025-06-10,05:36,noche,20.6471,16.4,1913,6.5,1,Depositado,15.325778339264607
2025-06-10,06:16,noche,19.7751,15.81,2014,7.0,1,Depositado,15.986426283370546
